
Host: c4-16.compute.lan

Timers On : Wed Mar 10 09:49:27 2021
Timers Off: Wed Mar 10 09:51:03 2021

Wall Time:       96.43 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     27.533u      0.433s      1.697w      1 calls
HF: Form core H                     :      0.100u      0.017s      0.006w      1 calls
HF: Form S/X                        :      0.050u      0.017s      0.004w      1 calls
HF: Guess                           :      7.800u      0.117s      0.400w      1 calls
SAD Guess                           :      7.417u      0.117s      0.380w      1 calls
HF: Form G                          :     40.617u      0.533s      2.074w     14 calls
JK: D                               :      0.033u      0.000s      0.001w     14 calls
JK: USO2AO                          :      0.183u      0.000s      0.009w     14 calls
JK: JK                              :     40.167u      0.533s      2.052w     14 calls
PK computes JK                      :     40.167u      0.533s      2.052w     14 calls
JK: AO2USO                          :      0.200u      0.000s      0.009w     14 calls
HF: Form F                          :      0.017u      0.000s      0.001w     14 calls
HF: Form D                          :      0.017u      0.000s      0.001w     14 calls
HF: DIIS                            :      0.567u      0.033s      0.031w     13 calls
DIISManager::add_entry              :      0.067u      0.017s      0.006w     13 calls
DIISManager::extrapolate            :      0.183u      0.017s      0.009w     13 calls
bMatrix setup                       :      0.100u      0.000s      0.004w     13 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     13 calls
New vector                          :      0.067u      0.017s      0.004w     13 calls
HF: Form C                          :      0.717u      0.017s      0.035w     13 calls
ccenergy                            :    862.417u     52.217s     49.016w      1 calls
F build                             :     48.350u      2.300s      3.046w     24 calls
Wmbej build                         :    122.567u      6.683s      6.516w     24 calls
C->Wmbej                            :      7.133u      0.533s      0.390w     24 calls
F->Wmbej                            :     79.200u      3.717s      4.183w     24 calls
E->Wmbej                            :     11.350u      0.700s      0.608w     24 calls
X->Wmbej                            :     20.567u      1.483s      1.108w     24 calls
Z                                   :     29.950u      1.800s      1.607w     24 calls
T2 Build                            :    517.783u     34.767s     30.048w     24 calls
BT2                                 :    353.650u     26.167s     21.347w     24 calls
FT2                                 :     59.450u      2.183s      3.103w     24 calls
WmbejT2                             :     35.883u      2.617s      1.948w     24 calls
CT2                                 :     36.433u      2.500s      1.957w     24 calls
cctriples                           :    354.417u      9.133s     18.247w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     27.533u      0.433s      1.697w      1 calls
HF: Form core H                     :      0.100u      0.017s      0.006w      1 calls
HF: Form S/X                        :      0.050u      0.017s      0.004w      1 calls
HF: Guess                           :      7.800u      0.117s      0.400w      1 calls
| SAD Guess                         :      7.417u      0.117s      0.380w      1 calls
HF: Form G                          :     40.617u      0.533s      2.074w     14 calls
| JK: D                             :      0.033u      0.000s      0.001w     14 calls
| JK: USO2AO                        :      0.183u      0.000s      0.009w     14 calls
| JK: JK                            :     40.167u      0.533s      2.052w     14 calls
| | PK computes JK                  :     40.167u      0.533s      2.052w     14 calls
| JK: AO2USO                        :      0.200u      0.000s      0.009w     14 calls
HF: Form F                          :      0.017u      0.000s      0.001w     14 calls
HF: Form D                          :      0.017u      0.000s      0.001w     14 calls
HF: DIIS                            :      0.567u      0.033s      0.031w     13 calls
| DIISManager::add_entry            :      0.067u      0.017s      0.006w     13 calls
| DIISManager::extrapolate          :      0.183u      0.017s      0.009w     13 calls
| | bMatrix setup                   :      0.100u      0.000s      0.004w     13 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     13 calls
| | New vector                      :      0.067u      0.017s      0.004w     13 calls
HF: Form C                          :      0.717u      0.017s      0.035w     13 calls
ccenergy                            :    862.417u     52.217s     49.016w      1 calls
| F build                           :     48.350u      2.300s      3.046w     24 calls
| Wmbej build                       :    122.567u      6.683s      6.516w     24 calls
| | C->Wmbej                        :      7.133u      0.533s      0.390w     24 calls
| | F->Wmbej                        :     79.200u      3.717s      4.183w     24 calls
| | E->Wmbej                        :     11.350u      0.700s      0.608w     24 calls
| | X->Wmbej                        :     20.567u      1.483s      1.108w     24 calls
| Z                                 :     29.950u      1.800s      1.607w     24 calls
| T2 Build                          :    517.783u     34.767s     30.048w     24 calls
| | BT2                             :    353.650u     26.167s     21.347w     24 calls
| | FT2                             :     59.450u      2.183s      3.103w     24 calls
| | WmbejT2                         :     35.883u      2.617s      1.948w     24 calls
| | CT2                             :     36.433u      2.500s      1.957w     24 calls
cctriples                           :    354.417u      9.133s     18.247w      1 calls

**************************************************************************************
