5.000000000000000000e+00 -1.513362449116079915e+02
6.938775510204081343e+00 -1.513420151720757190e+02
8.877551020408162685e+00 -1.513451539163802124e+02
1.081632653061224403e+01 -1.513472716052572480e+02
1.275510204081632537e+01 -1.513487635697360929e+02
1.469387755102040849e+01 -1.513498633158845621e+02
1.663265306122448806e+01 -1.513507067642598258e+02
1.857142857142856940e+01 -1.513513738778513016e+02
2.051020408163265074e+01 -1.513181819886393384e+02
2.244897959183673564e+01 -1.513181804514125304e+02
2.438775510204081698e+01 -1.513181792675749477e+02
2.632653061224489832e+01 -1.513181783670422362e+02
2.826530612244897966e+01 -1.513533359823148885e+02
3.020408163265306101e+01 -1.513535770515887577e+02
3.214285714285713880e+01 -1.513181768817899524e+02
3.408163265306122014e+01 -1.513539767824040894e+02
3.602040816326530148e+01 -1.513541443355640581e+02
3.795918367346938993e+01 -1.513542947404164636e+02
3.989795918367347127e+01 -1.513544305045830356e+02
4.183673469387755262e+01 -1.513181758830192223e+02
4.377551020408163396e+01 -1.513181757771960747e+02
4.571428571428571530e+01 -1.513181756884828246e+02
4.765306122448979664e+01 -1.513181756155474602e+02
4.959183673469387799e+01 -1.513181755514786175e+02
5.153061224489795933e+01 -1.513181754966788617e+02
5.346938775510204067e+01 -1.513181754495303721e+02
5.540816326530612201e+01 -1.513181754087429454e+02
5.734693877551020336e+01 -1.513181753732796722e+02
5.928571428571428470e+01 -1.513181753416324113e+02
6.122448979591836604e+01 -1.513181753145478581e+02
6.316326530612244738e+01 -1.513181752906792497e+02
6.510204081632653583e+01 -1.513181752699809124e+02
6.704081632653060296e+01 -1.513181752508126863e+02
6.897959183673469852e+01 -1.513181752341073434e+02
7.091836734693877986e+01 -1.513181752191754867e+02
7.285714285714286120e+01 -1.513181752057871563e+02
7.479591836734694255e+01 -1.513181751939583819e+02
7.673469387755102389e+01 -1.513181751828954873e+02
7.867346938775510523e+01 -1.513181751732448959e+02
8.061224489795918657e+01 -1.513181751643337520e+02
8.255102040816326792e+01 -1.513181751561121473e+02
8.448979591836734926e+01 -1.513181751488715179e+02
8.642857142857143060e+01 -1.513181751420479770e+02
8.836734693877551194e+01 -1.513181751359129237e+02
9.030612244897959329e+01 -1.513181751303744704e+02
9.224489795918367463e+01 -1.513181751251353830e+02
9.418367346938775597e+01 -1.513181751203925671e+02
9.612244897959183731e+01 -1.513181751160247757e+02
9.806122448979591866e+01 -1.513181751119949183e+02
1.000000000000000000e+02 -1.513181751083197923e+02
