
Host: d3-20.compute.lan

Timers On : Wed Mar 10 10:57:40 2021
Timers Off: Wed Mar 10 11:02:05 2021

Wall Time:      265.62 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     21.100u      0.750s      1.871w      1 calls
HF: Form core H                     :      0.067u      0.017s      0.005w      1 calls
HF: Form S/X                        :      0.100u      0.000s      0.007w      1 calls
HF: Guess                           :      6.183u      0.350s      0.375w      1 calls
SAD Guess                           :      6.017u      0.333s      0.365w      1 calls
HF: Form G                          :     70.433u      5.350s      4.492w     23 calls
JK: D                               :      0.050u      0.000s      0.003w     23 calls
JK: USO2AO                          :      0.433u      0.033s      0.023w     23 calls
JK: JK                              :     69.417u      5.283s      4.435w     23 calls
PK computes JK                      :     69.417u      5.283s      4.434w     23 calls
JK: AO2USO                          :      0.400u      0.033s      0.023w     23 calls
HF: Form F                          :      0.117u      0.017s      0.004w     23 calls
HF: Form D                          :      0.100u      0.000s      0.004w     23 calls
HF: DIIS                            :      1.683u      0.133s      0.093w     22 calls
DIISManager::add_entry              :      0.217u      0.017s      0.015w     22 calls
DIISManager::extrapolate            :      0.783u      0.083s      0.044w     22 calls
bMatrix setup                       :      0.550u      0.050s      0.029w     22 calls
bMatrix pseudoinverse               :      0.033u      0.000s      0.002w     22 calls
New vector                          :      0.183u      0.033s      0.012w     22 calls
HF: Form C                          :      2.417u      0.067s      0.125w     22 calls
ccenergy                            :   2379.467u    229.333s    156.857w      1 calls
F build                             :    170.483u     13.700s     12.215w     38 calls
Wmbej build                         :    413.367u     37.950s     22.911w     38 calls
C->Wmbej                            :     23.600u      2.583s      1.434w     38 calls
F->Wmbej                            :    257.033u     26.050s     14.310w     38 calls
E->Wmbej                            :     29.983u      3.083s      1.661w     38 calls
X->Wmbej                            :     88.383u      5.017s      4.710w     38 calls
Z                                   :     88.183u      7.317s      4.802w     38 calls
T2 Build                            :   1333.067u    135.733s     90.894w     38 calls
BT2                                 :    859.167u     94.767s     63.267w     38 calls
FT2                                 :    187.350u     16.733s     11.227w     38 calls
WmbejT2                             :    117.783u      9.633s      6.433w     38 calls
CT2                                 :     91.433u      9.017s      5.785w     38 calls
cctriples                           :    823.450u     37.567s     43.741w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     21.100u      0.750s      1.871w      1 calls
HF: Form core H                     :      0.067u      0.017s      0.005w      1 calls
HF: Form S/X                        :      0.100u      0.000s      0.007w      1 calls
HF: Guess                           :      6.183u      0.350s      0.375w      1 calls
| SAD Guess                         :      6.017u      0.333s      0.365w      1 calls
HF: Form G                          :     70.433u      5.350s      4.492w     23 calls
| JK: D                             :      0.050u      0.000s      0.003w     23 calls
| JK: USO2AO                        :      0.433u      0.033s      0.023w     23 calls
| JK: JK                            :     69.417u      5.283s      4.435w     23 calls
| | PK computes JK                  :     69.417u      5.283s      4.434w     23 calls
| JK: AO2USO                        :      0.400u      0.033s      0.023w     23 calls
HF: Form F                          :      0.117u      0.017s      0.004w     23 calls
HF: Form D                          :      0.100u      0.000s      0.004w     23 calls
HF: DIIS                            :      1.683u      0.133s      0.093w     22 calls
| DIISManager::add_entry            :      0.217u      0.017s      0.015w     22 calls
| DIISManager::extrapolate          :      0.783u      0.083s      0.044w     22 calls
| | bMatrix setup                   :      0.550u      0.050s      0.029w     22 calls
| | bMatrix pseudoinverse           :      0.033u      0.000s      0.002w     22 calls
| | New vector                      :      0.183u      0.033s      0.012w     22 calls
HF: Form C                          :      2.417u      0.067s      0.125w     22 calls
ccenergy                            :   2379.467u    229.333s    156.857w      1 calls
| F build                           :    170.483u     13.700s     12.215w     38 calls
| Wmbej build                       :    413.367u     37.950s     22.911w     38 calls
| | C->Wmbej                        :     23.600u      2.583s      1.434w     38 calls
| | F->Wmbej                        :    257.033u     26.050s     14.310w     38 calls
| | E->Wmbej                        :     29.983u      3.083s      1.661w     38 calls
| | X->Wmbej                        :     88.383u      5.017s      4.710w     38 calls
| Z                                 :     88.183u      7.317s      4.802w     38 calls
| T2 Build                          :   1333.067u    135.733s     90.894w     38 calls
| | BT2                             :    859.167u     94.767s     63.267w     38 calls
| | FT2                             :    187.350u     16.733s     11.227w     38 calls
| | WmbejT2                         :    117.783u      9.633s      6.433w     38 calls
| | CT2                             :     91.433u      9.017s      5.785w     38 calls
cctriples                           :    823.450u     37.567s     43.741w      1 calls

**************************************************************************************
