
Host: b1-18.compute.lan

Timers On : Wed Mar 10 10:55:46 2021
Timers Off: Wed Mar 10 10:57:24 2021

Wall Time:       98.12 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     19.917u      0.617s      1.605w      1 calls
HF: Form core H                     :      0.183u      0.000s      0.011w      1 calls
HF: Form S/X                        :      0.033u      0.017s      0.003w      1 calls
HF: Guess                           :      4.783u      0.133s      0.269w      1 calls
SAD Guess                           :      4.650u      0.133s      0.262w      1 calls
HF: Form G                          :     47.417u      1.367s      2.663w     14 calls
JK: D                               :      0.017u      0.000s      0.002w     14 calls
JK: USO2AO                          :      0.433u      0.017s      0.023w     14 calls
JK: JK                              :     46.317u      1.333s      2.600w     14 calls
PK computes JK                      :     46.283u      1.333s      2.600w     14 calls
JK: AO2USO                          :      0.633u      0.017s      0.037w     14 calls
HF: Form F                          :      0.050u      0.000s      0.001w     14 calls
HF: Form D                          :      0.050u      0.000s      0.002w     14 calls
HF: DIIS                            :      0.767u      0.050s      0.044w     13 calls
DIISManager::add_entry              :      0.133u      0.033s      0.006w     13 calls
DIISManager::extrapolate            :      0.167u      0.017s      0.009w     13 calls
bMatrix setup                       :      0.083u      0.017s      0.004w     13 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     13 calls
New vector                          :      0.067u      0.000s      0.003w     13 calls
HF: Form C                          :      0.933u      0.000s      0.052w     13 calls
ccenergy                            :    726.700u     50.767s     41.392w      1 calls
F build                             :     33.717u      1.833s      1.870w     24 calls
Wmbej build                         :     98.650u      5.483s      5.292w     24 calls
C->Wmbej                            :      4.567u      0.450s      0.253w     24 calls
F->Wmbej                            :     56.400u      3.217s      3.026w     24 calls
E->Wmbej                            :      8.517u      0.600s      0.467w     24 calls
X->Wmbej                            :     25.000u      0.883s      1.324w     24 calls
Z                                   :     25.767u      1.500s      1.383w     24 calls
T2 Build                            :    468.967u     36.183s     27.225w     24 calls
BT2                                 :    342.683u     29.317s     20.479w     24 calls
FT2                                 :     42.383u      2.217s      2.251w     24 calls
WmbejT2                             :     33.850u      1.817s      1.808w     24 calls
CT2                                 :     26.283u      1.817s      1.422w     24 calls
cctriples                           :    309.150u      9.900s     16.056w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     19.917u      0.617s      1.605w      1 calls
HF: Form core H                     :      0.183u      0.000s      0.011w      1 calls
HF: Form S/X                        :      0.033u      0.017s      0.003w      1 calls
HF: Guess                           :      4.783u      0.133s      0.269w      1 calls
| SAD Guess                         :      4.650u      0.133s      0.262w      1 calls
HF: Form G                          :     47.417u      1.367s      2.663w     14 calls
| JK: D                             :      0.017u      0.000s      0.002w     14 calls
| JK: USO2AO                        :      0.433u      0.017s      0.023w     14 calls
| JK: JK                            :     46.317u      1.333s      2.600w     14 calls
| | PK computes JK                  :     46.283u      1.333s      2.600w     14 calls
| JK: AO2USO                        :      0.633u      0.017s      0.037w     14 calls
HF: Form F                          :      0.050u      0.000s      0.001w     14 calls
HF: Form D                          :      0.050u      0.000s      0.002w     14 calls
HF: DIIS                            :      0.767u      0.050s      0.044w     13 calls
| DIISManager::add_entry            :      0.133u      0.033s      0.006w     13 calls
| DIISManager::extrapolate          :      0.167u      0.017s      0.009w     13 calls
| | bMatrix setup                   :      0.083u      0.017s      0.004w     13 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     13 calls
| | New vector                      :      0.067u      0.000s      0.003w     13 calls
HF: Form C                          :      0.933u      0.000s      0.052w     13 calls
ccenergy                            :    726.700u     50.767s     41.392w      1 calls
| F build                           :     33.717u      1.833s      1.870w     24 calls
| Wmbej build                       :     98.650u      5.483s      5.292w     24 calls
| | C->Wmbej                        :      4.567u      0.450s      0.253w     24 calls
| | F->Wmbej                        :     56.400u      3.217s      3.026w     24 calls
| | E->Wmbej                        :      8.517u      0.600s      0.467w     24 calls
| | X->Wmbej                        :     25.000u      0.883s      1.324w     24 calls
| Z                                 :     25.767u      1.500s      1.383w     24 calls
| T2 Build                          :    468.967u     36.183s     27.225w     24 calls
| | BT2                             :    342.683u     29.317s     20.479w     24 calls
| | FT2                             :     42.383u      2.217s      2.251w     24 calls
| | WmbejT2                         :     33.850u      1.817s      1.808w     24 calls
| | CT2                             :     26.283u      1.817s      1.422w     24 calls
cctriples                           :    309.150u      9.900s     16.056w      1 calls

**************************************************************************************
