
Host: c5-1.compute.lan

Timers On : Wed Mar 10 09:46:57 2021
Timers Off: Wed Mar 10 09:48:25 2021

Wall Time:       87.42 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     22.217u      0.350s      1.422w      1 calls
HF: Form core H                     :      0.100u      0.000s      0.005w      1 calls
HF: Form S/X                        :      0.050u      0.017s      0.004w      1 calls
HF: Guess                           :      7.233u      0.117s      0.369w      1 calls
SAD Guess                           :      6.900u      0.100s      0.352w      1 calls
HF: Form G                          :     40.067u      0.467s      2.033w     14 calls
JK: D                               :      0.017u      0.000s      0.001w     14 calls
JK: USO2AO                          :      0.183u      0.000s      0.007w     14 calls
JK: JK                              :     39.717u      0.450s      2.016w     14 calls
PK computes JK                      :     39.717u      0.450s      2.016w     14 calls
JK: AO2USO                          :      0.117u      0.017s      0.006w     14 calls
HF: Form F                          :      0.017u      0.000s      0.001w     14 calls
HF: Form D                          :      0.000u      0.000s      0.001w     14 calls
HF: DIIS                            :      0.517u      0.033s      0.029w     13 calls
DIISManager::add_entry              :      0.100u      0.000s      0.007w     13 calls
DIISManager::extrapolate            :      0.133u      0.033s      0.008w     13 calls
bMatrix setup                       :      0.100u      0.000s      0.004w     13 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     13 calls
New vector                          :      0.033u      0.033s      0.003w     13 calls
HF: Form C                          :      0.633u      0.033s      0.031w     13 calls
ccenergy                            :    740.600u     44.233s     43.230w      1 calls
F build                             :     45.017u      1.867s      3.260w     24 calls
Wmbej build                         :    102.567u      5.567s      5.432w     24 calls
C->Wmbej                            :      6.417u      0.550s      0.349w     24 calls
F->Wmbej                            :     65.583u      3.050s      3.450w     24 calls
E->Wmbej                            :     10.400u      0.667s      0.554w     24 calls
X->Wmbej                            :     16.433u      1.033s      0.878w     24 calls
Z                                   :     24.650u      1.417s      1.305w     24 calls
T2 Build                            :    442.000u     29.917s     26.135w     24 calls
BT2                                 :    305.133u     22.667s     18.888w     24 calls
FT2                                 :     46.467u      1.833s      2.417w     24 calls
WmbejT2                             :     28.683u      2.033s      1.539w     24 calls
CT2                                 :     33.283u      2.250s      1.804w     24 calls
cctriples                           :    319.883u      8.300s     16.463w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     22.217u      0.350s      1.422w      1 calls
HF: Form core H                     :      0.100u      0.000s      0.005w      1 calls
HF: Form S/X                        :      0.050u      0.017s      0.004w      1 calls
HF: Guess                           :      7.233u      0.117s      0.369w      1 calls
| SAD Guess                         :      6.900u      0.100s      0.352w      1 calls
HF: Form G                          :     40.067u      0.467s      2.033w     14 calls
| JK: D                             :      0.017u      0.000s      0.001w     14 calls
| JK: USO2AO                        :      0.183u      0.000s      0.007w     14 calls
| JK: JK                            :     39.717u      0.450s      2.016w     14 calls
| | PK computes JK                  :     39.717u      0.450s      2.016w     14 calls
| JK: AO2USO                        :      0.117u      0.017s      0.006w     14 calls
HF: Form F                          :      0.017u      0.000s      0.001w     14 calls
HF: Form D                          :      0.000u      0.000s      0.001w     14 calls
HF: DIIS                            :      0.517u      0.033s      0.029w     13 calls
| DIISManager::add_entry            :      0.100u      0.000s      0.007w     13 calls
| DIISManager::extrapolate          :      0.133u      0.033s      0.008w     13 calls
| | bMatrix setup                   :      0.100u      0.000s      0.004w     13 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     13 calls
| | New vector                      :      0.033u      0.033s      0.003w     13 calls
HF: Form C                          :      0.633u      0.033s      0.031w     13 calls
ccenergy                            :    740.600u     44.233s     43.230w      1 calls
| F build                           :     45.017u      1.867s      3.260w     24 calls
| Wmbej build                       :    102.567u      5.567s      5.432w     24 calls
| | C->Wmbej                        :      6.417u      0.550s      0.349w     24 calls
| | F->Wmbej                        :     65.583u      3.050s      3.450w     24 calls
| | E->Wmbej                        :     10.400u      0.667s      0.554w     24 calls
| | X->Wmbej                        :     16.433u      1.033s      0.878w     24 calls
| Z                                 :     24.650u      1.417s      1.305w     24 calls
| T2 Build                          :    442.000u     29.917s     26.135w     24 calls
| | BT2                             :    305.133u     22.667s     18.888w     24 calls
| | FT2                             :     46.467u      1.833s      2.417w     24 calls
| | WmbejT2                         :     28.683u      2.033s      1.539w     24 calls
| | CT2                             :     33.283u      2.250s      1.804w     24 calls
cctriples                           :    319.883u      8.300s     16.463w      1 calls

**************************************************************************************
