
Host: b1-18.compute.lan

Timers On : Wed Mar 10 10:52:40 2021
Timers Off: Wed Mar 10 10:55:09 2021

Wall Time:      149.34 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     19.650u      0.650s      1.609w      1 calls
HF: Form core H                     :      0.117u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.050u      0.000s      0.003w      1 calls
HF: Guess                           :      4.667u      0.150s      0.264w      1 calls
SAD Guess                           :      4.533u      0.150s      0.256w      1 calls
HF: Form G                          :     47.867u      1.133s      2.674w     14 calls
JK: D                               :      0.050u      0.000s      0.002w     14 calls
JK: USO2AO                          :      0.400u      0.000s      0.022w     14 calls
JK: JK                              :     46.717u      1.117s      2.613w     14 calls
PK computes JK                      :     46.700u      1.117s      2.613w     14 calls
JK: AO2USO                          :      0.667u      0.017s      0.035w     14 calls
HF: Form F                          :      0.017u      0.000s      0.001w     14 calls
HF: Form D                          :      0.050u      0.000s      0.002w     14 calls
HF: DIIS                            :      0.750u      0.050s      0.044w     13 calls
DIISManager::add_entry              :      0.117u      0.017s      0.006w     13 calls
DIISManager::extrapolate            :      0.133u      0.033s      0.010w     13 calls
bMatrix setup                       :      0.083u      0.017s      0.005w     13 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     13 calls
New vector                          :      0.033u      0.017s      0.003w     13 calls
HF: Form C                          :      0.883u      0.067s      0.049w     13 calls
ccenergy                            :    904.650u     67.050s     55.753w      1 calls
F build                             :     37.067u      2.500s      2.788w     24 calls
Wmbej build                         :    134.417u      7.700s      7.755w     24 calls
C->Wmbej                            :      5.533u      0.467s      0.330w     24 calls
F->Wmbej                            :     81.050u      4.617s      4.674w     24 calls
E->Wmbej                            :     10.133u      0.817s      0.600w     24 calls
X->Wmbej                            :     32.933u      1.483s      1.876w     24 calls
Z                                   :     33.133u      2.133s      1.926w     24 calls
T2 Build                            :    564.400u     46.800s     35.153w     24 calls
BT2                                 :    386.350u     36.850s     24.837w     24 calls
FT2                                 :     69.150u      3.433s      3.988w     24 calls
WmbejT2                             :     46.717u      2.600s      2.715w     24 calls
CT2                                 :     33.917u      2.617s      1.994w     24 calls
cctriples                           :    396.683u     14.183s     22.421w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     19.650u      0.650s      1.609w      1 calls
HF: Form core H                     :      0.117u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.050u      0.000s      0.003w      1 calls
HF: Guess                           :      4.667u      0.150s      0.264w      1 calls
| SAD Guess                         :      4.533u      0.150s      0.256w      1 calls
HF: Form G                          :     47.867u      1.133s      2.674w     14 calls
| JK: D                             :      0.050u      0.000s      0.002w     14 calls
| JK: USO2AO                        :      0.400u      0.000s      0.022w     14 calls
| JK: JK                            :     46.717u      1.117s      2.613w     14 calls
| | PK computes JK                  :     46.700u      1.117s      2.613w     14 calls
| JK: AO2USO                        :      0.667u      0.017s      0.035w     14 calls
HF: Form F                          :      0.017u      0.000s      0.001w     14 calls
HF: Form D                          :      0.050u      0.000s      0.002w     14 calls
HF: DIIS                            :      0.750u      0.050s      0.044w     13 calls
| DIISManager::add_entry            :      0.117u      0.017s      0.006w     13 calls
| DIISManager::extrapolate          :      0.133u      0.033s      0.010w     13 calls
| | bMatrix setup                   :      0.083u      0.017s      0.005w     13 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     13 calls
| | New vector                      :      0.033u      0.017s      0.003w     13 calls
HF: Form C                          :      0.883u      0.067s      0.049w     13 calls
ccenergy                            :    904.650u     67.050s     55.753w      1 calls
| F build                           :     37.067u      2.500s      2.788w     24 calls
| Wmbej build                       :    134.417u      7.700s      7.755w     24 calls
| | C->Wmbej                        :      5.533u      0.467s      0.330w     24 calls
| | F->Wmbej                        :     81.050u      4.617s      4.674w     24 calls
| | E->Wmbej                        :     10.133u      0.817s      0.600w     24 calls
| | X->Wmbej                        :     32.933u      1.483s      1.876w     24 calls
| Z                                 :     33.133u      2.133s      1.926w     24 calls
| T2 Build                          :    564.400u     46.800s     35.153w     24 calls
| | BT2                             :    386.350u     36.850s     24.837w     24 calls
| | FT2                             :     69.150u      3.433s      3.988w     24 calls
| | WmbejT2                         :     46.717u      2.600s      2.715w     24 calls
| | CT2                             :     33.917u      2.617s      1.994w     24 calls
cctriples                           :    396.683u     14.183s     22.421w      1 calls

**************************************************************************************
