
Host: c1-11.compute.lan

Timers On : Wed Mar 10 09:16:02 2021
Timers Off: Wed Mar 10 09:18:04 2021

Wall Time:      121.85 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     19.150u      0.967s      2.064w      1 calls
HF: Form core H                     :      0.133u      0.017s      0.010w      1 calls
HF: Form S/X                        :      0.150u      0.000s      0.010w      1 calls
HF: Guess                           :      5.467u      0.317s      0.386w      1 calls
SAD Guess                           :      5.217u      0.300s      0.369w      1 calls
HF: Form G                          :     34.200u      2.150s      2.644w     14 calls
JK: D                               :      0.000u      0.000s      0.001w     14 calls
JK: USO2AO                          :      0.183u      0.017s      0.011w     14 calls
JK: JK                              :     33.750u      2.133s      2.611w     14 calls
PK computes JK                      :     33.750u      2.133s      2.611w     14 calls
JK: AO2USO                          :      0.217u      0.000s      0.018w     14 calls
HF: Form F                          :      0.033u      0.000s      0.001w     14 calls
HF: Form D                          :      0.000u      0.000s      0.001w     14 calls
HF: DIIS                            :      0.433u      0.100s      0.033w     13 calls
DIISManager::add_entry              :      0.133u      0.000s      0.007w     13 calls
DIISManager::extrapolate            :      0.100u      0.033s      0.009w     13 calls
bMatrix setup                       :      0.033u      0.017s      0.005w     13 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     13 calls
New vector                          :      0.033u      0.017s      0.003w     13 calls
HF: Form C                          :      0.517u      0.017s      0.033w     13 calls
ccenergy                            :    814.817u     82.100s     49.679w      1 calls
F build                             :     47.917u      3.467s      2.987w     26 calls
Wmbej build                         :     94.333u      8.467s      5.571w     26 calls
C->Wmbej                            :      5.500u      0.683s      0.342w     26 calls
F->Wmbej                            :     57.400u      4.800s      3.369w     26 calls
E->Wmbej                            :     10.367u      1.050s      0.615w     26 calls
X->Wmbej                            :     17.350u      1.583s      1.025w     26 calls
Z                                   :     29.067u      2.667s      1.742w     26 calls
T2 Build                            :    522.967u     57.950s     32.158w     26 calls
BT2                                 :    402.767u     46.867s     25.148w     26 calls
FT2                                 :     40.617u      3.167s      2.305w     26 calls
WmbejT2                             :     28.400u      3.050s      1.710w     26 calls
CT2                                 :     26.517u      2.933s      1.565w     26 calls
cctriples                           :    291.383u     15.133s     15.729w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     19.150u      0.967s      2.064w      1 calls
HF: Form core H                     :      0.133u      0.017s      0.010w      1 calls
HF: Form S/X                        :      0.150u      0.000s      0.010w      1 calls
HF: Guess                           :      5.467u      0.317s      0.386w      1 calls
| SAD Guess                         :      5.217u      0.300s      0.369w      1 calls
HF: Form G                          :     34.200u      2.150s      2.644w     14 calls
| JK: D                             :      0.000u      0.000s      0.001w     14 calls
| JK: USO2AO                        :      0.183u      0.017s      0.011w     14 calls
| JK: JK                            :     33.750u      2.133s      2.611w     14 calls
| | PK computes JK                  :     33.750u      2.133s      2.611w     14 calls
| JK: AO2USO                        :      0.217u      0.000s      0.018w     14 calls
HF: Form F                          :      0.033u      0.000s      0.001w     14 calls
HF: Form D                          :      0.000u      0.000s      0.001w     14 calls
HF: DIIS                            :      0.433u      0.100s      0.033w     13 calls
| DIISManager::add_entry            :      0.133u      0.000s      0.007w     13 calls
| DIISManager::extrapolate          :      0.100u      0.033s      0.009w     13 calls
| | bMatrix setup                   :      0.033u      0.017s      0.005w     13 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     13 calls
| | New vector                      :      0.033u      0.017s      0.003w     13 calls
HF: Form C                          :      0.517u      0.017s      0.033w     13 calls
ccenergy                            :    814.817u     82.100s     49.679w      1 calls
| F build                           :     47.917u      3.467s      2.987w     26 calls
| Wmbej build                       :     94.333u      8.467s      5.571w     26 calls
| | C->Wmbej                        :      5.500u      0.683s      0.342w     26 calls
| | F->Wmbej                        :     57.400u      4.800s      3.369w     26 calls
| | E->Wmbej                        :     10.367u      1.050s      0.615w     26 calls
| | X->Wmbej                        :     17.350u      1.583s      1.025w     26 calls
| Z                                 :     29.067u      2.667s      1.742w     26 calls
| T2 Build                          :    522.967u     57.950s     32.158w     26 calls
| | BT2                             :    402.767u     46.867s     25.148w     26 calls
| | FT2                             :     40.617u      3.167s      2.305w     26 calls
| | WmbejT2                         :     28.400u      3.050s      1.710w     26 calls
| | CT2                             :     26.517u      2.933s      1.565w     26 calls
cctriples                           :    291.383u     15.133s     15.729w      1 calls

**************************************************************************************
