
Host: c4-4.compute.lan

Timers On : Wed Mar 10 09:39:22 2021
Timers Off: Wed Mar 10 09:40:49 2021

Wall Time:       87.14 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     25.533u      0.483s      1.591w      1 calls
HF: Form core H                     :      0.117u      0.017s      0.006w      1 calls
HF: Form S/X                        :      0.050u      0.000s      0.003w      1 calls
HF: Guess                           :      7.683u      0.100s      0.392w      1 calls
SAD Guess                           :      7.233u      0.100s      0.369w      1 calls
HF: Form G                          :     41.467u      0.617s      2.110w     14 calls
JK: D                               :      0.000u      0.000s      0.001w     14 calls
JK: USO2AO                          :      0.117u      0.000s      0.007w     14 calls
JK: JK                              :     41.200u      0.600s      2.094w     14 calls
PK computes JK                      :     41.200u      0.600s      2.094w     14 calls
JK: AO2USO                          :      0.117u      0.017s      0.006w     14 calls
HF: Form F                          :      0.017u      0.000s      0.001w     14 calls
HF: Form D                          :      0.017u      0.000s      0.001w     14 calls
HF: DIIS                            :      0.517u      0.050s      0.028w     13 calls
DIISManager::add_entry              :      0.083u      0.033s      0.006w     13 calls
DIISManager::extrapolate            :      0.150u      0.017s      0.008w     13 calls
bMatrix setup                       :      0.067u      0.017s      0.004w     13 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     13 calls
New vector                          :      0.067u      0.000s      0.003w     13 calls
HF: Form C                          :      0.583u      0.000s      0.030w     13 calls
ccenergy                            :    717.517u     43.667s     41.829w      1 calls
F build                             :     43.150u      1.833s      2.507w     24 calls
Wmbej build                         :     96.883u      5.267s      5.124w     24 calls
C->Wmbej                            :      6.200u      0.533s      0.338w     24 calls
F->Wmbej                            :     60.633u      2.817s      3.184w     24 calls
E->Wmbej                            :     10.350u      0.667s      0.552w     24 calls
X->Wmbej                            :     16.150u      1.067s      0.861w     24 calls
Z                                   :     24.100u      1.533s      1.285w     24 calls
T2 Build                            :    440.500u     29.733s     26.793w     24 calls
BT2                                 :    301.533u     22.350s     19.398w     24 calls
FT2                                 :     49.050u      1.917s      2.599w     24 calls
WmbejT2                             :     27.983u      1.950s      1.504w     24 calls
CT2                                 :     31.250u      2.233s      1.678w     24 calls
cctriples                           :    311.317u      8.250s     16.098w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     25.533u      0.483s      1.591w      1 calls
HF: Form core H                     :      0.117u      0.017s      0.006w      1 calls
HF: Form S/X                        :      0.050u      0.000s      0.003w      1 calls
HF: Guess                           :      7.683u      0.100s      0.392w      1 calls
| SAD Guess                         :      7.233u      0.100s      0.369w      1 calls
HF: Form G                          :     41.467u      0.617s      2.110w     14 calls
| JK: D                             :      0.000u      0.000s      0.001w     14 calls
| JK: USO2AO                        :      0.117u      0.000s      0.007w     14 calls
| JK: JK                            :     41.200u      0.600s      2.094w     14 calls
| | PK computes JK                  :     41.200u      0.600s      2.094w     14 calls
| JK: AO2USO                        :      0.117u      0.017s      0.006w     14 calls
HF: Form F                          :      0.017u      0.000s      0.001w     14 calls
HF: Form D                          :      0.017u      0.000s      0.001w     14 calls
HF: DIIS                            :      0.517u      0.050s      0.028w     13 calls
| DIISManager::add_entry            :      0.083u      0.033s      0.006w     13 calls
| DIISManager::extrapolate          :      0.150u      0.017s      0.008w     13 calls
| | bMatrix setup                   :      0.067u      0.017s      0.004w     13 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     13 calls
| | New vector                      :      0.067u      0.000s      0.003w     13 calls
HF: Form C                          :      0.583u      0.000s      0.030w     13 calls
ccenergy                            :    717.517u     43.667s     41.829w      1 calls
| F build                           :     43.150u      1.833s      2.507w     24 calls
| Wmbej build                       :     96.883u      5.267s      5.124w     24 calls
| | C->Wmbej                        :      6.200u      0.533s      0.338w     24 calls
| | F->Wmbej                        :     60.633u      2.817s      3.184w     24 calls
| | E->Wmbej                        :     10.350u      0.667s      0.552w     24 calls
| | X->Wmbej                        :     16.150u      1.067s      0.861w     24 calls
| Z                                 :     24.100u      1.533s      1.285w     24 calls
| T2 Build                          :    440.500u     29.733s     26.793w     24 calls
| | BT2                             :    301.533u     22.350s     19.398w     24 calls
| | FT2                             :     49.050u      1.917s      2.599w     24 calls
| | WmbejT2                         :     27.983u      1.950s      1.504w     24 calls
| | CT2                             :     31.250u      2.233s      1.678w     24 calls
cctriples                           :    311.317u      8.250s     16.098w      1 calls

**************************************************************************************
