
Host: d3-5.compute.lan

Timers On : Wed Mar 10 10:57:40 2021
Timers Off: Wed Mar 10 11:01:37 2021

Wall Time:      236.79 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     21.100u      0.700s      1.670w      1 calls
HF: Form core H                     :      0.083u      0.000s      0.006w      1 calls
HF: Form S/X                        :      0.100u      0.017s      0.007w      1 calls
HF: Guess                           :      8.317u      0.500s      0.502w      1 calls
SAD Guess                           :      8.167u      0.500s      0.492w      1 calls
HF: Form G                          :     65.483u      3.383s      3.445w     23 calls
JK: D                               :      0.050u      0.000s      0.003w     23 calls
JK: USO2AO                          :      0.400u      0.050s      0.021w     23 calls
JK: JK                              :     64.533u      3.317s      3.392w     23 calls
PK computes JK                      :     64.500u      3.317s      3.392w     23 calls
JK: AO2USO                          :      0.417u      0.000s      0.021w     23 calls
HF: Form F                          :      0.100u      0.033s      0.004w     23 calls
HF: Form D                          :      0.067u      0.000s      0.004w     23 calls
HF: DIIS                            :      1.600u      0.150s      0.089w     22 calls
DIISManager::add_entry              :      0.283u      0.033s      0.014w     22 calls
DIISManager::extrapolate            :      0.750u      0.100s      0.042w     22 calls
bMatrix setup                       :      0.517u      0.067s      0.026w     22 calls
bMatrix pseudoinverse               :      0.033u      0.017s      0.002w     22 calls
New vector                          :      0.200u      0.017s      0.012w     22 calls
HF: Form C                          :      2.433u      0.083s      0.123w     22 calls
ccenergy                            :   2115.450u    188.517s    133.916w      1 calls
F build                             :    165.383u     12.733s     10.579w     38 calls
Wmbej build                         :    352.533u     31.867s     19.472w     38 calls
C->Wmbej                            :     19.583u      2.317s      1.132w     38 calls
F->Wmbej                            :    200.683u     19.483s     11.149w     38 calls
E->Wmbej                            :     31.117u      3.200s      1.736w     38 calls
X->Wmbej                            :     88.350u      5.633s      4.748w     38 calls
Z                                   :     80.900u      6.683s      4.407w     38 calls
T2 Build                            :   1174.500u    105.967s     77.836w     38 calls
BT2                                 :    724.650u     68.400s     53.182w     38 calls
FT2                                 :    160.583u     13.467s      8.861w     38 calls
WmbejT2                             :    119.017u      8.917s      6.435w     38 calls
CT2                                 :     91.067u      9.383s      5.081w     38 calls
cctriples                           :    833.767u     39.550s     46.282w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     21.100u      0.700s      1.670w      1 calls
HF: Form core H                     :      0.083u      0.000s      0.006w      1 calls
HF: Form S/X                        :      0.100u      0.017s      0.007w      1 calls
HF: Guess                           :      8.317u      0.500s      0.502w      1 calls
| SAD Guess                         :      8.167u      0.500s      0.492w      1 calls
HF: Form G                          :     65.483u      3.383s      3.445w     23 calls
| JK: D                             :      0.050u      0.000s      0.003w     23 calls
| JK: USO2AO                        :      0.400u      0.050s      0.021w     23 calls
| JK: JK                            :     64.533u      3.317s      3.392w     23 calls
| | PK computes JK                  :     64.500u      3.317s      3.392w     23 calls
| JK: AO2USO                        :      0.417u      0.000s      0.021w     23 calls
HF: Form F                          :      0.100u      0.033s      0.004w     23 calls
HF: Form D                          :      0.067u      0.000s      0.004w     23 calls
HF: DIIS                            :      1.600u      0.150s      0.089w     22 calls
| DIISManager::add_entry            :      0.283u      0.033s      0.014w     22 calls
| DIISManager::extrapolate          :      0.750u      0.100s      0.042w     22 calls
| | bMatrix setup                   :      0.517u      0.067s      0.026w     22 calls
| | bMatrix pseudoinverse           :      0.033u      0.017s      0.002w     22 calls
| | New vector                      :      0.200u      0.017s      0.012w     22 calls
HF: Form C                          :      2.433u      0.083s      0.123w     22 calls
ccenergy                            :   2115.450u    188.517s    133.916w      1 calls
| F build                           :    165.383u     12.733s     10.579w     38 calls
| Wmbej build                       :    352.533u     31.867s     19.472w     38 calls
| | C->Wmbej                        :     19.583u      2.317s      1.132w     38 calls
| | F->Wmbej                        :    200.683u     19.483s     11.149w     38 calls
| | E->Wmbej                        :     31.117u      3.200s      1.736w     38 calls
| | X->Wmbej                        :     88.350u      5.633s      4.748w     38 calls
| Z                                 :     80.900u      6.683s      4.407w     38 calls
| T2 Build                          :   1174.500u    105.967s     77.836w     38 calls
| | BT2                             :    724.650u     68.400s     53.182w     38 calls
| | FT2                             :    160.583u     13.467s      8.861w     38 calls
| | WmbejT2                         :    119.017u      8.917s      6.435w     38 calls
| | CT2                             :     91.067u      9.383s      5.081w     38 calls
cctriples                           :    833.767u     39.550s     46.282w      1 calls

**************************************************************************************
