
Host: c1-9.compute.lan

Timers On : Wed Mar 10 10:52:40 2021
Timers Off: Wed Mar 10 10:54:43 2021

Wall Time:      122.87 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     24.950u      1.150s      1.806w      1 calls
HF: Form core H                     :      0.083u      0.017s      0.005w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.002w      1 calls
HF: Guess                           :      6.900u      0.317s      0.363w      1 calls
SAD Guess                           :      6.617u      0.317s      0.349w      1 calls
HF: Form G                          :     49.817u      3.967s      3.615w     14 calls
JK: D                               :      0.017u      0.000s      0.001w     14 calls
JK: USO2AO                          :      0.217u      0.017s      0.010w     14 calls
JK: JK                              :     49.283u      3.917s      3.586w     14 calls
PK computes JK                      :     49.283u      3.917s      3.586w     14 calls
JK: AO2USO                          :      0.217u      0.017s      0.013w     14 calls
HF: Form F                          :      0.067u      0.017s      0.004w     14 calls
HF: Form D                          :      0.017u      0.000s      0.001w     14 calls
HF: DIIS                            :      0.567u      0.033s      0.032w     13 calls
DIISManager::add_entry              :      0.183u      0.033s      0.009w     13 calls
DIISManager::extrapolate            :      0.200u      0.000s      0.010w     13 calls
bMatrix setup                       :      0.083u      0.000s      0.005w     13 calls
bMatrix pseudoinverse               :      0.050u      0.000s      0.002w     13 calls
New vector                          :      0.050u      0.000s      0.003w     13 calls
HF: Form C                          :      0.483u      0.033s      0.025w     13 calls
ccenergy                            :    953.550u     97.550s     61.236w      1 calls
F build                             :     41.833u      3.917s      4.266w     24 calls
Wmbej build                         :    121.933u     10.750s      7.041w     24 calls
C->Wmbej                            :      7.183u      0.767s      0.457w     24 calls
F->Wmbej                            :     79.967u      6.650s      4.571w     24 calls
E->Wmbej                            :     10.633u      0.983s      0.615w     24 calls
X->Wmbej                            :     19.667u      1.867s      1.141w     24 calls
Z                                   :     34.650u      3.283s      2.018w     24 calls
T2 Build                            :    597.717u     66.900s     38.694w     24 calls
BT2                                 :    451.650u     53.433s     30.343w     24 calls
FT2                                 :     56.950u      4.417s      3.187w     24 calls
WmbejT2                             :     32.050u      3.917s      1.924w     24 calls
CT2                                 :     30.600u      3.217s      1.762w     24 calls
cctriples                           :    355.783u     21.783s     20.201w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     24.950u      1.150s      1.806w      1 calls
HF: Form core H                     :      0.083u      0.017s      0.005w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.002w      1 calls
HF: Guess                           :      6.900u      0.317s      0.363w      1 calls
| SAD Guess                         :      6.617u      0.317s      0.349w      1 calls
HF: Form G                          :     49.817u      3.967s      3.615w     14 calls
| JK: D                             :      0.017u      0.000s      0.001w     14 calls
| JK: USO2AO                        :      0.217u      0.017s      0.010w     14 calls
| JK: JK                            :     49.283u      3.917s      3.586w     14 calls
| | PK computes JK                  :     49.283u      3.917s      3.586w     14 calls
| JK: AO2USO                        :      0.217u      0.017s      0.013w     14 calls
HF: Form F                          :      0.067u      0.017s      0.004w     14 calls
HF: Form D                          :      0.017u      0.000s      0.001w     14 calls
HF: DIIS                            :      0.567u      0.033s      0.032w     13 calls
| DIISManager::add_entry            :      0.183u      0.033s      0.009w     13 calls
| DIISManager::extrapolate          :      0.200u      0.000s      0.010w     13 calls
| | bMatrix setup                   :      0.083u      0.000s      0.005w     13 calls
| | bMatrix pseudoinverse           :      0.050u      0.000s      0.002w     13 calls
| | New vector                      :      0.050u      0.000s      0.003w     13 calls
HF: Form C                          :      0.483u      0.033s      0.025w     13 calls
ccenergy                            :    953.550u     97.550s     61.236w      1 calls
| F build                           :     41.833u      3.917s      4.266w     24 calls
| Wmbej build                       :    121.933u     10.750s      7.041w     24 calls
| | C->Wmbej                        :      7.183u      0.767s      0.457w     24 calls
| | F->Wmbej                        :     79.967u      6.650s      4.571w     24 calls
| | E->Wmbej                        :     10.633u      0.983s      0.615w     24 calls
| | X->Wmbej                        :     19.667u      1.867s      1.141w     24 calls
| Z                                 :     34.650u      3.283s      2.018w     24 calls
| T2 Build                          :    597.717u     66.900s     38.694w     24 calls
| | BT2                             :    451.650u     53.433s     30.343w     24 calls
| | FT2                             :     56.950u      4.417s      3.187w     24 calls
| | WmbejT2                         :     32.050u      3.917s      1.924w     24 calls
| | CT2                             :     30.600u      3.217s      1.762w     24 calls
cctriples                           :    355.783u     21.783s     20.201w      1 calls

**************************************************************************************
