
Host: c5-20.compute.lan

Timers On : Tue Mar  9 14:34:58 2021
Timers Off: Tue Mar  9 14:38:13 2021

Wall Time:      195.48 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     22.817u      0.383s      1.429w      1 calls
HF: Form core H                     :      0.117u      0.017s      0.006w      1 calls
HF: Form S/X                        :      0.083u      0.017s      0.006w      1 calls
HF: Guess                           :      7.933u      0.133s      0.405w      1 calls
SAD Guess                           :      7.500u      0.133s      0.383w      1 calls
HF: Form G                          :     61.467u      0.783s      3.120w     23 calls
JK: D                               :      0.033u      0.000s      0.001w     23 calls
JK: USO2AO                          :      0.167u      0.000s      0.009w     23 calls
JK: JK                              :     61.017u      0.767s      3.098w     23 calls
PK computes JK                      :     61.000u      0.767s      3.098w     23 calls
JK: AO2USO                          :      0.117u      0.017s      0.007w     23 calls
HF: Form F                          :      0.000u      0.000s      0.002w     23 calls
HF: Form D                          :      0.017u      0.000s      0.002w     23 calls
HF: DIIS                            :      1.100u      0.100s      0.057w     22 calls
DIISManager::add_entry              :      0.167u      0.033s      0.012w     22 calls
DIISManager::extrapolate            :      0.433u      0.033s      0.023w     22 calls
bMatrix setup                       :      0.150u      0.033s      0.011w     22 calls
bMatrix pseudoinverse               :      0.067u      0.000s      0.001w     22 calls
New vector                          :      0.217u      0.000s      0.011w     22 calls
HF: Form C                          :      1.583u      0.017s      0.081w     22 calls
ccenergy                            :   1918.900u    132.933s    118.075w      1 calls
F build                             :     89.150u      5.533s      9.531w     37 calls
Wmbej build                         :    352.233u     21.633s     18.740w     37 calls
C->Wmbej                            :     15.467u      1.300s      0.838w     37 calls
F->Wmbej                            :    246.583u     14.900s     13.111w     37 calls
E->Wmbej                            :     31.917u      2.000s      1.699w     37 calls
X->Wmbej                            :     47.267u      2.700s      2.509w     37 calls
Z                                   :     76.133u      4.917s      4.062w     37 calls
T2 Build                            :   1073.450u     84.317s     67.944w     37 calls
BT2                                 :    670.800u     61.400s     46.619w     37 calls
FT2                                 :    166.517u      8.250s      8.761w     37 calls
WmbejT2                             :     78.183u      5.517s      4.198w     37 calls
CT2                                 :     86.117u      6.067s      4.619w     37 calls
cctriples                           :    651.967u     15.617s     33.529w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     22.817u      0.383s      1.429w      1 calls
HF: Form core H                     :      0.117u      0.017s      0.006w      1 calls
HF: Form S/X                        :      0.083u      0.017s      0.006w      1 calls
HF: Guess                           :      7.933u      0.133s      0.405w      1 calls
| SAD Guess                         :      7.500u      0.133s      0.383w      1 calls
HF: Form G                          :     61.467u      0.783s      3.120w     23 calls
| JK: D                             :      0.033u      0.000s      0.001w     23 calls
| JK: USO2AO                        :      0.167u      0.000s      0.009w     23 calls
| JK: JK                            :     61.017u      0.767s      3.098w     23 calls
| | PK computes JK                  :     61.000u      0.767s      3.098w     23 calls
| JK: AO2USO                        :      0.117u      0.017s      0.007w     23 calls
HF: Form F                          :      0.000u      0.000s      0.002w     23 calls
HF: Form D                          :      0.017u      0.000s      0.002w     23 calls
HF: DIIS                            :      1.100u      0.100s      0.057w     22 calls
| DIISManager::add_entry            :      0.167u      0.033s      0.012w     22 calls
| DIISManager::extrapolate          :      0.433u      0.033s      0.023w     22 calls
| | bMatrix setup                   :      0.150u      0.033s      0.011w     22 calls
| | bMatrix pseudoinverse           :      0.067u      0.000s      0.001w     22 calls
| | New vector                      :      0.217u      0.000s      0.011w     22 calls
HF: Form C                          :      1.583u      0.017s      0.081w     22 calls
ccenergy                            :   1918.900u    132.933s    118.075w      1 calls
| F build                           :     89.150u      5.533s      9.531w     37 calls
| Wmbej build                       :    352.233u     21.633s     18.740w     37 calls
| | C->Wmbej                        :     15.467u      1.300s      0.838w     37 calls
| | F->Wmbej                        :    246.583u     14.900s     13.111w     37 calls
| | E->Wmbej                        :     31.917u      2.000s      1.699w     37 calls
| | X->Wmbej                        :     47.267u      2.700s      2.509w     37 calls
| Z                                 :     76.133u      4.917s      4.062w     37 calls
| T2 Build                          :   1073.450u     84.317s     67.944w     37 calls
| | BT2                             :    670.800u     61.400s     46.619w     37 calls
| | FT2                             :    166.517u      8.250s      8.761w     37 calls
| | WmbejT2                         :     78.183u      5.517s      4.198w     37 calls
| | CT2                             :     86.117u      6.067s      4.619w     37 calls
cctriples                           :    651.967u     15.617s     33.529w      1 calls

**************************************************************************************
