
Host: b1-18.compute.lan

Timers On : Wed Mar 10 09:54:28 2021
Timers Off: Wed Mar 10 09:56:24 2021

Wall Time:      115.22 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     19.483u      0.617s      1.580w      1 calls
HF: Form core H                     :      0.117u      0.017s      0.006w      1 calls
HF: Form S/X                        :      0.033u      0.000s      0.002w      1 calls
HF: Guess                           :      5.050u      0.133s      0.261w      1 calls
SAD Guess                           :      4.883u      0.133s      0.253w      1 calls
HF: Form G                          :     52.067u      1.150s      2.662w     14 calls
JK: D                               :      0.033u      0.000s      0.001w     14 calls
JK: USO2AO                          :      0.183u      0.000s      0.010w     14 calls
JK: JK                              :     51.483u      1.150s      2.634w     14 calls
PK computes JK                      :     51.483u      1.150s      2.634w     14 calls
JK: AO2USO                          :      0.317u      0.000s      0.014w     14 calls
HF: Form F                          :      0.000u      0.000s      0.001w     14 calls
HF: Form D                          :      0.000u      0.000s      0.001w     14 calls
HF: DIIS                            :      0.567u      0.017s      0.029w     13 calls
DIISManager::add_entry              :      0.100u      0.000s      0.007w     13 calls
DIISManager::extrapolate            :      0.183u      0.017s      0.009w     13 calls
bMatrix setup                       :      0.067u      0.000s      0.005w     13 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     13 calls
New vector                          :      0.100u      0.017s      0.003w     13 calls
HF: Form C                          :      0.600u      0.017s      0.030w     13 calls
ccenergy                            :    916.500u     61.650s     55.474w      1 calls
F build                             :     31.833u      2.050s      2.698w     24 calls
Wmbej build                         :    124.350u      6.767s      6.573w     24 calls
C->Wmbej                            :      5.433u      0.500s      0.297w     24 calls
F->Wmbej                            :     75.767u      4.017s      4.000w     24 calls
E->Wmbej                            :     10.050u      0.800s      0.544w     24 calls
X->Wmbej                            :     28.400u      1.133s      1.483w     24 calls
Z                                   :     31.950u      1.900s      1.695w     24 calls
T2 Build                            :    586.167u     43.867s     36.452w     24 calls
BT2                                 :    418.583u     35.100s     27.378w     24 calls
FT2                                 :     66.650u      2.967s      3.706w     24 calls
WmbejT2                             :     39.350u      2.100s      2.075w     24 calls
CT2                                 :     33.417u      2.417s      1.796w     24 calls
cctriples                           :    360.717u     11.150s     18.673w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     19.483u      0.617s      1.580w      1 calls
HF: Form core H                     :      0.117u      0.017s      0.006w      1 calls
HF: Form S/X                        :      0.033u      0.000s      0.002w      1 calls
HF: Guess                           :      5.050u      0.133s      0.261w      1 calls
| SAD Guess                         :      4.883u      0.133s      0.253w      1 calls
HF: Form G                          :     52.067u      1.150s      2.662w     14 calls
| JK: D                             :      0.033u      0.000s      0.001w     14 calls
| JK: USO2AO                        :      0.183u      0.000s      0.010w     14 calls
| JK: JK                            :     51.483u      1.150s      2.634w     14 calls
| | PK computes JK                  :     51.483u      1.150s      2.634w     14 calls
| JK: AO2USO                        :      0.317u      0.000s      0.014w     14 calls
HF: Form F                          :      0.000u      0.000s      0.001w     14 calls
HF: Form D                          :      0.000u      0.000s      0.001w     14 calls
HF: DIIS                            :      0.567u      0.017s      0.029w     13 calls
| DIISManager::add_entry            :      0.100u      0.000s      0.007w     13 calls
| DIISManager::extrapolate          :      0.183u      0.017s      0.009w     13 calls
| | bMatrix setup                   :      0.067u      0.000s      0.005w     13 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     13 calls
| | New vector                      :      0.100u      0.017s      0.003w     13 calls
HF: Form C                          :      0.600u      0.017s      0.030w     13 calls
ccenergy                            :    916.500u     61.650s     55.474w      1 calls
| F build                           :     31.833u      2.050s      2.698w     24 calls
| Wmbej build                       :    124.350u      6.767s      6.573w     24 calls
| | C->Wmbej                        :      5.433u      0.500s      0.297w     24 calls
| | F->Wmbej                        :     75.767u      4.017s      4.000w     24 calls
| | E->Wmbej                        :     10.050u      0.800s      0.544w     24 calls
| | X->Wmbej                        :     28.400u      1.133s      1.483w     24 calls
| Z                                 :     31.950u      1.900s      1.695w     24 calls
| T2 Build                          :    586.167u     43.867s     36.452w     24 calls
| | BT2                             :    418.583u     35.100s     27.378w     24 calls
| | FT2                             :     66.650u      2.967s      3.706w     24 calls
| | WmbejT2                         :     39.350u      2.100s      2.075w     24 calls
| | CT2                             :     33.417u      2.417s      1.796w     24 calls
cctriples                           :    360.717u     11.150s     18.673w      1 calls

**************************************************************************************
