
Host: b1-21.compute.lan

Timers On : Wed Mar 10 10:55:58 2021
Timers Off: Wed Mar 10 10:58:33 2021

Wall Time:      155.20 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     18.233u      0.000s      1.331w      1 calls
HF: Form core H                     :      0.133u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.050u      0.000s      0.003w      1 calls
HF: Guess                           :      7.150u      0.000s      0.444w      1 calls
SAD Guess                           :      7.033u      0.000s      0.436w      1 calls
HF: Form G                          :     36.617u      0.617s      2.235w     14 calls
JK: D                               :      0.050u      0.000s      0.002w     14 calls
JK: USO2AO                          :      0.900u      0.017s      0.057w     14 calls
JK: JK                              :     31.667u      0.550s      1.935w     14 calls
PK computes JK                      :     31.667u      0.550s      1.935w     14 calls
JK: AO2USO                          :      3.967u      0.050s      0.239w     14 calls
HF: Form F                          :      0.000u      0.000s      0.001w     14 calls
HF: Form D                          :      0.000u      0.000s      0.002w     14 calls
HF: DIIS                            :      1.633u      0.017s      0.100w     13 calls
DIISManager::add_entry              :      0.650u      0.000s      0.040w     13 calls
DIISManager::extrapolate            :      0.100u      0.017s      0.007w     13 calls
bMatrix setup                       :      0.033u      0.000s      0.004w     13 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     13 calls
New vector                          :      0.067u      0.017s      0.003w     13 calls
HF: Form C                          :      1.500u      0.050s      0.091w     13 calls
ccenergy                            :    700.883u     46.317s     59.425w      1 calls
F build                             :     26.383u      1.533s      2.284w     24 calls
Wmbej build                         :     91.533u      5.150s      5.092w     24 calls
C->Wmbej                            :     12.950u      0.667s      0.742w     24 calls
F->Wmbej                            :     42.183u      2.650s      2.337w     24 calls
E->Wmbej                            :      7.250u      0.583s      0.410w     24 calls
X->Wmbej                            :     25.750u      1.050s      1.411w     24 calls
Z                                   :     23.700u      1.200s      1.303w     24 calls
T2 Build                            :    452.400u     32.283s     39.591w     24 calls
BT2                                 :    321.117u     25.300s     32.164w     24 calls
FT2                                 :     46.500u      2.350s      2.762w     24 calls
WmbejT2                             :     35.750u      1.633s      1.955w     24 calls
CT2                                 :     26.217u      1.867s      1.467w     24 calls
cctriples                           :    274.500u      8.233s     14.253w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     18.233u      0.000s      1.331w      1 calls
HF: Form core H                     :      0.133u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.050u      0.000s      0.003w      1 calls
HF: Guess                           :      7.150u      0.000s      0.444w      1 calls
| SAD Guess                         :      7.033u      0.000s      0.436w      1 calls
HF: Form G                          :     36.617u      0.617s      2.235w     14 calls
| JK: D                             :      0.050u      0.000s      0.002w     14 calls
| JK: USO2AO                        :      0.900u      0.017s      0.057w     14 calls
| JK: JK                            :     31.667u      0.550s      1.935w     14 calls
| | PK computes JK                  :     31.667u      0.550s      1.935w     14 calls
| JK: AO2USO                        :      3.967u      0.050s      0.239w     14 calls
HF: Form F                          :      0.000u      0.000s      0.001w     14 calls
HF: Form D                          :      0.000u      0.000s      0.002w     14 calls
HF: DIIS                            :      1.633u      0.017s      0.100w     13 calls
| DIISManager::add_entry            :      0.650u      0.000s      0.040w     13 calls
| DIISManager::extrapolate          :      0.100u      0.017s      0.007w     13 calls
| | bMatrix setup                   :      0.033u      0.000s      0.004w     13 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     13 calls
| | New vector                      :      0.067u      0.017s      0.003w     13 calls
HF: Form C                          :      1.500u      0.050s      0.091w     13 calls
ccenergy                            :    700.883u     46.317s     59.425w      1 calls
| F build                           :     26.383u      1.533s      2.284w     24 calls
| Wmbej build                       :     91.533u      5.150s      5.092w     24 calls
| | C->Wmbej                        :     12.950u      0.667s      0.742w     24 calls
| | F->Wmbej                        :     42.183u      2.650s      2.337w     24 calls
| | E->Wmbej                        :      7.250u      0.583s      0.410w     24 calls
| | X->Wmbej                        :     25.750u      1.050s      1.411w     24 calls
| Z                                 :     23.700u      1.200s      1.303w     24 calls
| T2 Build                          :    452.400u     32.283s     39.591w     24 calls
| | BT2                             :    321.117u     25.300s     32.164w     24 calls
| | FT2                             :     46.500u      2.350s      2.762w     24 calls
| | WmbejT2                         :     35.750u      1.633s      1.955w     24 calls
| | CT2                             :     26.217u      1.867s      1.467w     24 calls
cctriples                           :    274.500u      8.233s     14.253w      1 calls

**************************************************************************************
